Ticker,Sector,Template,Score,View,Conclusion
CTD,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CTI,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CTN,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CTR,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CTT,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CTX,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CVP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CVT,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CX8,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
CYC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DAC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DC1,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DC2,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DC4,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DCF,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DCR,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DCT,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DDB,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DDH,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DDM,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DFF,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DGT,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DHA,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DHP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DIC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DID,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DKG,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DL1,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DLG,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DLR,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DND,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DNE,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DNL,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DNP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DOP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DPC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DPG,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DS3,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DSG,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DSH,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DSV,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DT4,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DTB,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DTC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DUS,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DVG,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DVP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DVT,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DVW,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DX2,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DXP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DXV,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
DZM,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
E12,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
E29,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EGL,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EIC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EMC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EME,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EMG,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EMS,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
EVG,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FBC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FCM,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FCN,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FIC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FID,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FSO,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
FT1,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
G36,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GAB,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GDH,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GEE,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GEL,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GEX,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GH3,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GIC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GKM,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GMD,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GMH,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GMX,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GND,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GSP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GTH,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
GTS,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
H11,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAH,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAM,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAN,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAS,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HAW,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HBC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HBD,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HC1,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HC3,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HCC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HCI,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HCT,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HDA,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HDO,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HEC,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HEJ,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HEM,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HEP,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HFB,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
HGR,Công nghiệp,Công nghiệp,-2,TRUNG LẬP,Quan điểm định lượng tổng hợp: TRUNG LẬP. Chưa đủ dữ liệu để lượng hóa upside/downside.
